2817.00,2425
2816.00,2430
2817.00,2435
2815.00,2440
2816.00,2445
2815.00,2450
2817.00,2455
2817.00,2460
2801.00,2465
2832.00,2470
2834.00,2475
2837.00,2480
2828.00,2485
2832.00,2490
2941.00,2495
2796.00,2500
2862.00,2505
2814.00,2510
2797.00,2515
2793.00,2520
2815.00,2525
2812.00,2530
2815.00,2535
2814.00,2540
2809.00,2545
2814.00,2550
2806.00,2555
2806.00,2560
2807.00,2565
2809.00,2570
2811.00,2575
2813.00,2580
2811.00,2585
2839.00,2590
2835.00,2595
2842.00,2600
2835.00,2605
2835.00,2610
2870.00,2615
2794.00,2620
2818.00,2625
2807.00,2630
2796.00,2635
2815.00,2640
2803.00,2645
2825.00,2650
2835.00,2655
2827.00,2660
2789.00,2665
2815.00,2670
2814.00,2675
2815.00,2680
2816.00,2685
2817.00,2690
2815.00,2695
2823.00,2700
2817.00,2705
2815.00,2710
2811.00,2715
2805.00,2720
2811.00,2725
2813.00,2730
2807.00,2735
2803.00,2740
2807.00,2745
2811.00,2750
2815.00,2755
2816.00,2760
2815.00,2765
2812.00,2770
2816.00,2775
2815.00,2780
2816.00,2785
2801.00,2790
2815.00,2795
2806.00,2800
2812.00,2805
2813.00,2810
2803.00,2815
2810.00,2820
2813.00,2825
2817.00,2830
2817.00,2835
2815.00,2840
2686.00,2845
2806.00,2850
2810.00,2855
2816.00,2860
2815.00,2865
2810.00,2870
2815.00,2875
2816.00,2880
2816.00,2885
2818.00,2890
2809.00,2895
2811.00,2900
2810.00,2905
2803.00,2910
2814.00,2915
2816.00,2920
2819.00,2925
2823.00,2930
2812.00,2935
2843.00,2940
2831.00,2945
2815.00,2950
2806.00,2955
2823.00,2960
2820.00,2965
2818.00,2970
2806.00,2975
2811.00,2980
2794.00,2985
2811.00,2990
2815.00,2995
2800.00,3000
2831.00,3005
2828.00,3010
2820.00,3015
2802.00,3020
2822.00,3025
2815.00,3030
2814.00,3035
2816.00,3040
2807.00,3045
2820.00,3050
2811.00,3055
2815.00,3060
2809.00,3065
2811.00,3070
2807.00,3075
2810.00,3080
2804.00,3085
2809.00,3090
2811.00,3095
2822.00,3100
2814.00,3105
2805.00,3110
2828.00,3115
2815.00,3120
2818.00,3125
2814.00,3130
2819.00,3135
2819.00,3140
2817.00,3145
2817.00,3150
2822.00,3155
2821.00,3160
2815.00,3165
2806.00,3170
2819.00,3175
2821.00,3180
2800.00,3185
2817.00,3190
2835.00,3195
2816.00,3200
2831.00,3205
2832.00,3210
2829.00,3215
2830.00,3220
2837.00,3225
2803.00,3230
2819.00,3235
2813.00,3240
2807.00,3245
2810.00,3250
2810.00,3255
2807.00,3260
2810.00,3265
2814.00,3270
2813.00,3275
2809.00,3280
2805.00,3285
2817.00,3290
2821.00,3295
2819.00,3300
2830.00,3305
2827.00,3310
2830.00,3315
2832.00,3320
2828.00,3325
2835.00,3330
2835.00,3335
2842.00,3340
2839.00,3345
2809.00,3350
2800.00,3355
2837.00,3360
2823.00,3365
2838.00,3370
2832.00,3375
2832.00,3380
2815.00,3385
2842.00,3390
2947.00,3395
2843.00,3400
2805.00,3405
2803.00,3410
2909.00,3415
2805.00,3420
2817.00,3425
2822.00,3430
2805.00,3435
2802.00,3440
2811.00,3445
2814.00,3450
2814.00,3455
2806.00,3460
2811.00,3465
2800.00,3470
2816.00,3475
2811.00,3480
2829.00,3485
2829.00,3490
2806.00,3495
2775.00,3500
2846.00,3505
2810.00,3510
2781.00,3515
2819.00,3520
2820.00,3525
2794.00,3530
2825.00,3535
2791.00,3540
2847.00,3545
2843.00,3550
2791.00,3555
2816.00,3560
2806.00,3565
2815.00,3570
2813.00,3575
2780.00,3580
2817.00,3585
2811.00,3590
2811.00,3595
2818.00,3600
2815.00,3605
2807.00,3610
2803.00,3615
2806.00,3620
2810.00,3625
2800.00,3630
2813.00,3635
2806.00,3640
2812.00,3645
2810.00,3650
2814.00,3655
2813.00,3660
2809.00,3665
2809.00,3670
2814.00,3675
2765.00,3680
2817.00,3685
